epoch;name;Mw;m;σ;λ_a;λ_r;ϵ
1;3-methylhexane;100.125;2.004572859764099;3.0022769994735716;6.0;19.936504211425785;200.25820355415345;train
1;2,5-dimethylhexane;114.141;2.0032046644687656;3.0014728479385377;6.0;19.921459617614747;200.4357680797577;train
1;2,2,3-trimethylpentane;114.141;2.0037179646492005;3.001161167144775;6.0;19.911541414260864;200.04393088519575;train
1;2,3,3-trimethylpentane;114.141;2.001622587442398;3.0014456629753115;6.0;19.909853019714355;200.29757208824157;train
1;4-methylheptane;114.141;2.0039862813949583;3.002614477157593;6.0;19.9161300945282;200.3698704481125;train
1;3,3-diethylpentane;128.157;2.0013602796792984;3.0012024720907213;6.0;19.91675705909729;200.26188051700595;train
1;2,3-dimethylheptane;128.157;2.002267093658447;3.001449809551239;6.0;19.918770656585693;200.64953536987304;train
1;2,7-dimethyloctane;142.172;1.999641514927149;3.0030606820583343;6.0;19.916796827316286;200.54165430068966;train
1;3-methylundecane;170.203;1.9986720471382142;2.998900939464569;6.0;19.886713314056397;200.318384885788;train
1;tridecane;184.219;2.001421886086464;2.999099793553352;6.0;19.90770824432373;200.45691056251528;train
1;tetradecane;198.235;2.0008138866424563;3.0001561871767044;6.0;19.90835654258728;200.3753746986389;train
1;heptadecane;240.282;2.0001865126043556;3.000285060882568;6.0;19.905376281738285;200.4540722846985;train
1;heptacosane;380.438;2.0002957786619664;3.000409894824028;6.0;19.889227533340453;200.26799232959743;train
1;n-butane;58.078;2.000762867987156;3.001958389520645;6.0;19.964382894039154;200.013891158998;train
1;3-methylpentane;86.11;2.0024786043167113;3.0020840611457826;6.0;19.932000970840456;200.21843309402465;train
1;3-ethylpentane;100.125;2.0024957625865936;3.0009444354772565;6.0;19.91806276321411;200.21081058979036;train
1;3,3-dimethylpentane;100.125;2.000963857293129;3.000939404428005;6.0;19.913239727020265;200.53503170013425;train
1;2-methylheptane;114.141;2.0021010880470276;3.0024733912944797;6.0;19.92090281009674;200.4569100379944;train
1;octane;114.141;2.0017992919683456;3.003066080570221;6.0;19.92014675140381;200.50932841300963;train
1;3-ethylhexane;114.141;2.0033708050251007;2.999915117144585;6.0;19.927387676239015;200.36164529323574;train
1;2,3-dimethylhexane;114.141;2.003843098163605;3.0006890437602998;6.0;19.924989256858826;200.6377912521362;train
1;2-methyloctane;128.157;2.0016399668455125;3.002612186908722;6.0;19.910871534347535;200.52404832839966;train
1;2,2,3,3-tetramethylpentane;128.157;1.997107023000717;3.0004661293029784;6.0;19.906938343048097;200.40247058868408;train
1;3-methyldecane;156.188;1.9981478679180147;2.998880287408829;6.0;19.90478593826294;200.45809402465818;train
1;2,3-dimethyldecane;170.203;1.9992613998651505;2.9999655463732777;6.0;19.898181085586547;200.61942744255066;train
1;2-methyldodecane;184.219;1.999576696485281;2.997956840991974;6.0;19.8994447517395;200.43201999664308;train
1;2-methyltridecane;198.235;2.000163279607892;2.997138932466507;6.0;19.89537383079529;200.54655628204347;train
1;octadecane;254.297;2.0014103655815125;3.0001794307231906;6.0;19.91356565475464;200.41924772262573;train
1;octacosane;394.454;2.0005578410625455;3.000894198536873;6.0;19.889172649383546;200.32732598781587;train
1;2-methylpropane;58.078;2.0005554609894753;3.001070454239845;6.0;19.946932005882264;200.15872066020967;train
1;hexane;86.11;2.002052573442459;3.0027870831489563;6.0;19.938532066345218;200.39084174633027;train
1;2-methylhexane;100.125;2.0024419858455658;3.0007913861274718;6.0;19.916945428848265;200.4576560974121;train
1;2,2-dimethylpentane;100.125;2.0030781631469727;3.002253098487854;6.0;19.921683835983277;200.11462604999542;train
1;3,3-dimethylhexane;114.141;2.0025732164382934;3.0017000045776365;6.0;19.907772121429442;200.4471851348877;train
1;2,3,4-trimethyl pentane;114.141;2.0048855242729187;3.000223984569311;6.0;19.923855438232422;200.38590960502623;train
1;2,2-dimethylhexane;114.141;2.0028262836933135;3.001250570297241;6.0;19.9058083820343;200.2616102695465;train
1;nonane;128.157;1.9998808485493065;2.999949487570673;6.0;19.92613532066345;200.5008469581604;train
1;2,2,4,4-tetramethylpentane;128.157;1.9989686005115508;3.000676932692528;6.0;19.889478464126586;200.3225344419479;train
1;2,2,5,5-tetramethylhexane;142.172;1.998389026403427;2.9996420146226885;6.0;19.900307731628416;200.3824543476105;train
1;n-undecane;156.188;1.9990577605962754;2.999314126133919;6.0;19.909079370498656;200.45072221755981;train
1;2-methylundecane;170.203;2.000243678584695;2.9978845624923705;6.0;19.90149188041687;200.25243816375732;train
1;2,3-dimethylundecane;184.219;1.9975841701030732;2.999222019672394;6.0;19.889168434143066;200.7392424106598;train
1;pentadecane;212.25;2.000177977100015;3.000042116764933;6.0;19.904754676818847;200.427689409256;train
1;nonadecane;268.313;2.001170123696327;3.000355457186699;6.0;19.903274211883545;200.41216912269593;train
1;squalane;422.485;1.9963596348762511;3.0017305697202685;6.0;19.900479803085325;200.35236995220185;train
1;methane;16.031;1.9994788249731064;2.999298214495182;6.0;19.995243425965306;200.01957551091908;val
1;2-methylbutane;72.094;2.0022859675884246;3.0008403911590573;6.0;19.94362538814545;200.1436374425888;val
1;2-methylpentane;86.11;2.003631605386734;3.0004491161704063;6.0;19.935246324539186;200.08981224298478;val
1;2,2,3-trimethylbutane;100.125;2.002464817762375;3.000698640525341;6.0;19.916982107162475;200.2234721660614;val
1;heptane;100.125;2.0021949985027314;3.0027846944332124;6.0;19.932349653244017;200.30725705623627;val
1;3,4-dimethylhexane;114.141;2.0041963281631467;3.002431811332703;6.0;19.925879774093627;200.35476014614107;val
1;3-methyl-3-ethylpentane;114.141;2.0021533448696136;3.001763179063797;6.0;19.910330095291137;200.51273069381716;val
1;2,2,4-trimethylpentane;114.141;2.0024578287601473;3.0017135294675827;6.0;19.911808319091797;200.25009586811063;val
1;2,4,4-trimethylhexane;128.157;2.0002016405016185;3.002251885652542;6.0;19.90336263656616;200.53862652778625;val
1;2,3,3,4-tetramethylpentane;128.157;1.9994369772076608;3.0005292472839358;6.0;19.911557083129882;200.08150738477707;val
1;decane;142.172;1.9994368889331817;3.001104178905487;6.0;19.91218455314636;200.50572910308836;val
1;2-methyldecane;156.188;2.0002372086197138;2.9998573932051658;6.0;19.90894525527954;200.3882357120514;val
1;dodecane;170.203;2.000205846324563;2.9985790927410125;6.0;19.91455238342285;200.38170588016513;val
1;3-methyltridecane;198.235;1.9986231529712677;2.9985361973047255;6.0;19.888550271987913;200.52443509101866;val
1;hexadecane;226.266;2.0005604474544523;3.0004157441854478;6.0;19.90801393508911;200.42713990211487;val
1;eicosane;282.329;2.0013891003131867;3.0011019183397294;6.0;19.9003301525116;200.26755421161653;val
2;ethane;30.047;1.9998529796302318;2.998765246629715;6.0;19.96816388607025;200.24311757087708;train
2;2,2-dimethylpropane;72.094;2.0027577695846555;3.0044047050476075;6.0;19.895174989700315;200.3609266757965;train
2;2,2-dimethylbutane;86.11;2.004074927806854;3.0039522278308866;6.0;19.875457172393798;200.73250503540038;train
2;2,3-dimethylpentane;100.125;2.0054984683990478;3.003669543504715;6.0;19.882445192337034;200.7291163921356;train
2;2,4-dimethylpentane;100.125;2.003468142747879;3.0041243553161623;6.0;19.877147550582887;200.64625749588015;train
2;3-methylheptane;114.141;2.005502696990967;3.005023516654968;6.0;19.861887464523317;200.85027961730955;train
2;2-methyl-3-ethyl-pentane;114.141;2.0055789680480958;3.004452000617981;6.0;19.866193046569826;200.83026418685913;train
2;2,4-dimethylhexane;114.141;2.0065301275253296;3.006110813617706;6.0;19.89012073516846;200.73591661453247;train
2;2,2,3,4-tetramethylpentane;128.157;2.0026000225543976;3.0027567670345308;6.0;19.85837017059326;200.40870513916013;train
2;2,2,5-trimethylhexane;128.157;2.0029793899059296;3.00340124297142;6.0;19.854422569274902;200.80374250411984;train
2;2,6-dimethyloctane;142.172;2.0013274757862094;3.004608015537262;6.0;19.858543672561645;200.7662100315094;train
2;2,3-dimethylnonane;156.188;2.003588705778122;3.004021338939667;6.0;19.84105843544006;201.07542572021484;train
2;3-methyldodecane;184.219;2.0002415350973606;3.0010234791040418;6.0;19.835733642578127;200.89675912857055;train
2;2,3-dimethyldodecane;198.235;2.0010149133205415;3.0026835577487945;6.0;19.82925033569336;201.18735256195066;train
2;2,2,4,4,6,8,8-heptamethylnonane;226.266;2.0036898033618926;3.007728123188019;6.0;19.85491470336914;200.74140367507934;train
2;tetracosane;338.391;2.004456438064575;3.0042867941856386;6.0;19.857950134277345;200.61608695983884;train
2;propane;44.063;2.000676388680935;3.0011229435205458;6.0;19.95830798625946;200.33302009105682;train
2;pentane;72.094;2.003274310350418;3.0037289462089536;6.0;19.913333129882812;200.41325931549073;train
2;2,3-dimethylbutane;86.11;2.004584181308746;3.003700747728348;6.0;19.88193655014038;200.65294637680054;train
2;3-methylhexane;100.125;2.006764043331146;3.0047659645080564;6.0;19.88795899391174;200.61299848556519;train
2;2,5-dimethylhexane;114.141;2.005314625740051;3.003723025560379;6.0;19.87023588180542;200.74640712738034;train
2;2,2,3-trimethylpentane;114.141;2.0056410751342773;3.00372470498085;6.0;19.860420293807984;200.44237370491027;train
2;2,3,3-trimethylpentane;114.141;2.0036743977069857;3.0040188703536987;6.0;19.856097946166994;200.7035755157471;train
2;4-methylheptane;114.141;2.0065827131271363;3.0054292035102845;6.0;19.86747553825378;200.72378149032596;train
2;3,3-diethylpentane;128.157;2.003129758834839;3.003966596364975;6.0;19.861175518035886;200.62021865844724;train
2;2,3-dimethylheptane;128.157;2.004884873390198;3.004408983230591;6.0;19.865258245468137;201.0521080970764;train
2;2,7-dimethyloctane;142.172;2.0021179792881014;3.0058383321762085;6.0;19.862842807769777;200.897940158844;train
2;3-methylundecane;170.203;2.001475347876549;3.0022613308429715;6.0;19.836178646087646;200.77639961242673;train
2;tridecane;184.219;2.0042170062065123;3.001728828668594;6.0;19.861010055541993;200.8109404563904;train
2;tetradecane;198.235;2.0037496740818024;3.0028483095169065;6.0;19.861098995208742;200.7172182559967;train
2;heptadecane;240.282;2.0037000665664673;3.0031132447719573;6.0;19.860384073257446;200.82366619110107;train
2;heptacosane;380.438;2.00367001914978;3.003395456075668;6.0;19.840678806304933;200.6437548160553;train
2;n-butane;58.078;2.0018654717206954;3.003406592130661;6.0;19.932031779289247;200.2010860681534;train
2;3-methylpentane;86.11;2.0044970259666446;3.0044973554611207;6.0;19.888717441558835;200.52146577835083;train
2;3-ethylpentane;100.125;2.0043794865608215;3.0033079600334167;6.0;19.875888242721558;200.50339503288268;train
2;3,3-dimethylpentane;100.125;2.002837319135666;3.0035868868827817;6.0;19.867866067886354;200.902143573761;train
2;2-methylheptane;114.141;2.004721765041351;3.0053970160484313;6.0;19.870062942504884;200.78551497459412;train
2;octane;114.141;2.003692448616028;3.0053626155853275;6.0;19.874703273773193;200.78217821121217;train
2;3-ethylhexane;114.141;2.0058243837356566;3.0025758628845214;6.0;19.875934715270994;200.68595275878906;train
2;2,3-dimethylhexane;114.141;2.0060495109558105;3.0035742089748383;6.0;19.873690185546874;200.96594276428226;train
2;2-methyloctane;128.157;2.0041485714912417;3.005281929016113;6.0;19.862595672607423;200.85952796936036;train
2;2,2,3,3-tetramethylpentane;128.157;1.999398684680462;3.0027128469943998;6.0;19.856814050674437;200.76826553344728;train
2;3-methyldecane;156.188;2.001436583638191;3.002105729341507;6.0;19.852245101928713;200.8651997566223;train
2;2,3-dimethyldecane;170.203;2.001882539153099;3.003100514650345;6.0;19.844568519592286;201.02018632888795;train
2;2-methyldodecane;184.219;2.0025800247192382;3.0015928573608397;6.0;19.849352598190308;200.86681804656985;train
2;2-methyltridecane;198.235;2.003637573480606;3.000586132287979;6.0;19.8489919090271;200.95707492828367;train
2;octadecane;254.297;2.0046720008850096;3.003331763744354;6.0;19.86731234550476;200.80467157363896;train
2;octacosane;394.454;2.0037855021953583;3.003681214094162;6.0;19.84148341178894;200.7017020702362;train
2;2-methylpropane;58.078;2.0013670305013656;3.002566773176193;6.0;19.913188152313232;200.36264054775242;train
2;hexane;86.11;2.0037917745113374;3.00454998588562;6.0;19.89732479095459;200.6635060310364;train
2;2-methylhexane;100.125;2.004698679924011;3.0028654844760894;6.0;19.87464019775391;200.76463050842284;train
2;2,2-dimethylpentane;100.125;2.004836664676666;3.0047606258392334;6.0;19.870469007492066;200.54321422576905;train
2;3,3-dimethylhexane;114.141;2.004567478179932;3.004582637310028;6.0;19.858276834487913;200.82587718963626;train
2;2,3,4-trimethyl pentane;114.141;2.006257023334503;3.002745015144348;6.0;19.873461112976074;200.70257301330568;train
2;2,2-dimethylhexane;114.141;2.0048935956954956;3.0036381516456605;6.0;19.857500610351565;200.68867506980897;train
2;nonane;128.157;2.00215270113945;3.0028251197338105;6.0;19.877152185440064;200.79020857810974;train
2;2,2,4,4-tetramethylpentane;128.157;2.0014084469079974;3.0027972433567047;6.0;19.845021171569822;200.69909915924075;train
2;2,2,5,5-tetramethylhexane;142.172;2.001024671316147;3.0020727174282076;6.0;19.851987571716307;200.77766380310055;train
2;n-undecane;156.188;2.0015875890254975;3.001779876470566;6.0;19.860974550247192;200.78100156784058;train
2;2-methylundecane;170.203;2.003318111181259;3.0014137647151946;6.0;19.852121820449828;200.69930577278137;train
2;2,3-dimethylundecane;184.219;2.000202262610197;3.002757265567779;6.0;19.83634195327759;201.11549119949342;train
2;pentadecane;212.25;2.0031327221393584;3.002528221607208;6.0;19.8596768283844;200.7748028755188;train
2;nonadecane;268.313;2.0043576154708864;3.0031589529514315;6.0;19.858634309768675;200.77936868667604;train
2;squalane;422.485;2.000127674013376;3.004554046154022;6.0;19.847456941604612;200.89293861389157;train
2;methane;16.031;1.9996108717024326;2.9996160960793494;6.0;19.99002161026001;200.05508880019187;val
2;2-methylbutane;72.094;2.0039130997657777;3.0029752712249755;6.0;19.905021343231198;200.39713690280917;val
2;2-methylpentane;86.11;2.0049043350219726;3.0027515799999236;6.0;19.888918113708495;200.41250805854799;val
2;2,2,3-trimethylbutane;100.125;2.00443931722641;3.0028841915130613;6.0;19.872719020843505;200.5772229671478;val
2;heptane;100.125;2.0040443863868713;3.004580018997192;6.0;19.888165168762207;200.5693545341492;val
2;3,4-dimethylhexane;114.141;2.0066888389587403;3.0052157354354856;6.0;19.87688857078552;200.66691088676453;val
2;3-methyl-3-ethylpentane;114.141;2.004141428947449;3.004289742469788;6.0;19.856353282928467;200.81571674346924;val
2;2,2,4-trimethylpentane;114.141;2.004633819103241;3.004011249065399;6.0;19.866123571395875;200.65966849327089;val
2;2,4,4-trimethylhexane;128.157;2.002946732759476;3.004969585418701;6.0;19.854976501464844;200.9089896202087;val
2;2,3,3,4-tetramethylpentane;128.157;2.001481868863106;3.0028031368255617;6.0;19.86349132537842;200.43251519203187;val
2;decane;142.172;2.0019209941625595;3.0036108207702634;6.0;19.86430920600891;200.82304983139042;val
2;2-methyldecane;156.188;2.003101533174515;3.0030135481357574;6.0;19.859381160736085;200.79798521995542;val
2;dodecane;170.203;2.0026934440135955;3.001023220062256;6.0;19.866542310714724;200.72436928749084;val
2;3-methyltridecane;198.235;2.001728734850883;3.001919093132019;6.0;19.837842445373536;200.96341619491577;val
2;hexadecane;226.266;2.0038394620418547;3.003269828081131;6.0;19.859542560577392;200.7823055744171;val
2;eicosane;282.329;2.004572669029236;3.0037519104480745;6.0;19.85595703125;200.63344264030457;val
3;ethane;30.047;2.0001553322523833;2.9995086233317854;6.0;19.955476293563844;200.30553510189057;train
3;2,2-dimethylpropane;72.094;2.0041438179016113;3.006021830558777;6.0;19.861920719146728;200.6380485534668;train
3;2,2-dimethylbutane;86.11;2.0059862184524535;3.0059011616706846;6.0;19.841205883026124;201.02796411514285;train
3;2,3-dimethylpentane;100.125;2.0074606614112853;3.0059571232795714;6.0;19.84427117347717;201.00501832962036;train
3;2,4-dimethylpentane;100.125;2.00559428024292;3.0061092081069947;6.0;19.842719020843504;200.93841371536251;train
3;3-methylheptane;114.141;2.007781439781189;3.0074833521842956;6.0;19.826307125091553;201.148798084259;train
3;2-methyl-3-ethyl-pentane;114.141;2.0074670124053955;3.0065344777107237;6.0;19.82759059906006;201.10340929031372;train
3;2,4-dimethylhexane;114.141;2.008588522911072;3.008089226722717;6.0;19.849651708602906;201.04169921874998;train
3;2,2,3,4-tetramethylpentane;128.157;2.004753965377808;3.0052411785125734;6.0;19.82370580673218;200.74271550178526;train
3;2,2,5-trimethylhexane;128.157;2.005614563941956;3.00579488658905;6.0;19.816595439910888;201.18926515579224;train
3;2,6-dimethyloctane;142.172;2.0044407081604003;3.0070433421134948;6.0;19.820887165069582;201.14719390869143;train
3;2,3-dimethylnonane;156.188;2.006080994606018;3.0067491507530213;6.0;19.801676387786866;201.4015871047974;train
3;3-methyldodecane;184.219;2.0029984402656558;3.004237497806549;6.0;19.79579034805298;201.25590028762818;train
3;2,3-dimethyldodecane;198.235;2.0041925554275513;3.006219177246094;6.0;19.789768466949464;201.56315670013427;train
3;2,2,4,4,6,8,8-heptamethylnonane;226.266;2.0056935338974;3.0100456523895263;6.0;19.80817541122437;201.06025266647336;train
3;tetracosane;338.391;2.0072981576919555;3.007073320865631;6.0;19.815301780700683;200.9454168319702;train
3;propane;44.063;2.00138667178154;3.002478224992752;6.0;19.933787093162536;200.47911157608033;train
3;pentane;72.094;2.004542332172394;3.0055348873138428;6.0;19.879804315567018;200.65976676940917;train
3;2,3-dimethylbutane;86.11;2.0064471502304078;3.005725896835327;6.0;19.8485796546936;200.92965183258053;train
3;3-methylhexane;100.125;2.0085780992507933;3.0068930225372315;6.0;19.849676399230955;200.89904317855834;train
3;2,5-dimethylhexane;114.141;2.0077067618370057;3.006238344192505;6.0;19.832737159729003;201.05895738601686;train
3;2,2,3-trimethylpentane;114.141;2.0076998343467714;3.0061826233863833;6.0;19.819499912261964;200.80123090744016;train
3;2,3,3-trimethylpentane;114.141;2.0060175046920774;3.006544991493225;6.0;19.81630443572998;201.0454560279846;train
3;4-methylheptane;114.141;2.0086799211502075;3.007538145542145;6.0;19.831752681732176;201.01658887863158;train
3;3,3-diethylpentane;128.157;2.0048955769538876;3.0064813685417175;6.0;19.820250415802004;200.96131677627565;train
3;2,3-dimethylheptane;128.157;2.007357515335083;3.006943462371826;6.0;19.826356601715087;201.39412450790405;train
3;2,7-dimethyloctane;142.172;2.0048664846420285;3.0081793413162234;6.0;19.823746032714844;201.23300428390502;train
3;3-methylundecane;170.203;2.004013564109802;3.0055096144676208;6.0;19.796658573150637;201.14756145477295;train
3;tridecane;184.219;2.0066926627159116;3.004698401927948;6.0;19.82139663696289;201.12554836273193;train
3;tetradecane;198.235;2.0063912773132326;3.0057563571929933;6.0;19.819931163787842;201.03526248931885;train
3;heptadecane;240.282;2.006565712928772;3.0059811406135557;6.0;19.818807544708253;201.1464370727539;train
3;heptacosane;380.438;2.0065610804557803;3.0062183918952945;6.0;19.797469081878663;200.97577419281006;train
3;n-butane;58.078;2.0029916796684266;3.0049097442626955;6.0;19.903648319244386;200.40122385025026;train
3;3-methylpentane;86.11;2.0064678125381468;3.006634107112885;6.0;19.856884288787843;200.7996069431305;train
3;3-ethylpentane;100.125;2.0064448184967043;3.0054722690582274;6.0;19.843511877059935;200.7704825878143;train
3;3,3-dimethylpentane;100.125;2.0053141741752625;3.0060728769302365;6.0;19.8309135055542;201.2187628746033;train
3;2-methylheptane;114.141;2.0066656522750854;3.0075760760307313;6.0;19.83154104232788;201.08115758895875;train
3;octane;114.141;2.005642788410187;3.0074679684638976;6.0;19.841520652770996;201.01756048202515;train
3;3-ethylhexane;114.141;2.0081534662246705;3.005123360157013;6.0;19.839126720428467;201.00158348083497;train
3;2,3-dimethylhexane;114.141;2.008250224113464;3.0059632267951963;6.0;19.836162319183348;201.26653509140016;train
3;2-methyloctane;128.157;2.0064487829208373;3.007650214672089;6.0;19.825177211761474;201.15819911956788;train
3;2,2,3,3-tetramethylpentane;128.157;2.001711608409882;3.004961200237274;6.0;19.81753065109253;201.10658540725709;train
3;3-methyldecane;156.188;2.0042247047424318;3.0053815722465513;6.0;19.812453670501707;201.1926766395569;train
3;2,3-dimethyldecane;170.203;2.004880616188049;3.006417426586151;6.0;19.80372610092163;201.35308198928837;train
3;2-methyldodecane;184.219;2.00538440990448;3.0049722323417662;6.0;19.809093437194825;201.2317657470703;train
3;2-methyltridecane;198.235;2.0066513414382934;3.0041093339920044;6.0;19.80896739959717;201.3184859275818;train
3;octadecane;254.297;2.0076839385032654;3.0066023612022397;6.0;19.824746112823487;201.1336146354675;train
3;octacosane;394.454;2.0069055538177487;3.0066101560592653;6.0;19.79884288787842;201.03620576858523;train
3;2-methylpropane;58.078;2.002420893907547;3.0040305037498474;6.0;19.888122596740722;200.55852584838868;train
3;hexane;86.11;2.00526647567749;3.006080240249634;6.0;19.865269403457642;200.8951279640198;train
3;2-methylhexane;100.125;2.006895644187927;3.005234962940216;6.0;19.83962890625;201.0416275024414;train
3;2,2-dimethylpentane;100.125;2.0067759017944335;3.0068665194511413;6.0;19.832219276428223;200.9104083061218;train
3;3,3-dimethylhexane;114.141;2.0068899087905887;3.007161232471466;6.0;19.821181049346922;201.15917205810544;train
3;2,3,4-trimethyl pentane;114.141;2.0077794809341434;3.0052957077026368;6.0;19.836618900299072;200.99759016036987;train
3;2,2-dimethylhexane;114.141;2.0071342725753785;3.0059989433288576;6.0;19.81938611984253;201.06378860473635;train
3;nonane;128.157;2.0042930016517637;3.005553776741028;6.0;19.838709316253663;201.06194486618043;train
3;2,2,4,4-tetramethylpentane;128.157;2.003741510629654;3.00502192401886;6.0;19.808452072143552;201.05586872100832;train
3;2,2,5,5-tetramethylhexane;142.172;2.003318540811539;3.004216215610504;6.0;19.812013568878175;201.1805329322815;train
3;n-undecane;156.188;2.003857253551483;3.004581898212433;6.0;19.821541137695313;201.0812120437622;train
3;2-methylundecane;170.203;2.0059941062927247;3.004754463672638;6.0;19.812710800170898;201.057576751709;train
3;2,3-dimethylundecane;184.219;2.00322384095192;3.006114270210266;6.0;19.795957221984864;201.48724994659423;train
3;pentadecane;212.25;2.0058710103034976;3.005335596561432;6.0;19.819560165405274;201.11070795059206;train
3;nonadecane;268.313;2.006841989517212;3.0058593401908875;6.0;19.81904884338379;201.1059090614319;train
3;squalane;422.485;2.0035777950286864;3.0077496547698974;6.0;19.801897716522216;201.32991285324096;train
3;methane;16.031;1.9997759367674588;2.9999046207815407;6.0;19.98540241122246;200.08986440896987;val
3;2-methylbutane;72.094;2.0054366641044616;3.0050366282463075;6.0;19.871631145477295;200.65762767791745;val
3;2-methylpentane;86.11;2.0065900993347165;3.005202715396881;6.0;19.85195152282715;200.69687314033507;val
3;2,2,3-trimethylbutane;100.125;2.006941680431366;3.0053935265541076;6.0;19.837555179595945;200.90255422592165;val
3;heptane;100.125;2.005709444046021;3.0066571459770204;6.0;19.8535989189148;200.8124214172363;val
3;3,4-dimethylhexane;114.141;2.0090015420913696;3.007637454509735;6.0;19.839865283966066;200.96682481765748;val
3;3-methyl-3-ethylpentane;114.141;2.0061693572998047;3.006757043361664;6.0;19.817185459136965;201.1187703132629;val
3;2,2,4-trimethylpentane;114.141;2.006545382499695;3.006003849983215;6.0;19.828376846313475;200.99915380477907;val
3;2,4,4-trimethylhexane;128.157;2.0053561935424806;3.0070828895568846;6.0;19.817767543792723;201.23170089721683;val
3;2,3,3,4-tetramethylpentane;128.157;2.0037455387115477;3.005475229263306;6.0;19.8235951423645;200.78790726661683;val
3;decane;142.172;2.00402955198288;3.006380334854126;6.0;19.824736614227298;201.1130645751953;val
3;2-methyldecane;156.188;2.0057556686401368;3.0060338683128354;6.0;19.819892482757567;201.14426927566527;val
3;dodecane;170.203;2.0048119292259217;3.0036530055999755;6.0;19.82658098220825;201.0459927558899;val
3;3-methyltridecane;198.235;2.0046359004974366;3.005059606075287;6.0;19.799187831878662;201.3187978744507;val
3;hexadecane;226.266;2.0065409884452823;3.006230776786804;6.0;19.81765592575073;201.12028121948242;val
3;eicosane;282.329;2.0069583802223203;3.0063681416511536;6.0;19.81545461654663;200.9737120628357;val
4;ethane;30.047;2.00039320102334;3.0002333960980176;6.0;19.942654728889465;200.37055997848512;train
4;2,2-dimethylpropane;72.094;2.0056143531799315;3.007503797054291;6.0;19.833415393829345;200.89758014678955;train
4;2,2-dimethylbutane;86.11;2.0078989791870114;3.0078467831611633;6.0;19.808811721801757;201.28356103897093;train
4;2,3-dimethylpentane;100.125;2.0092548923492433;3.0081056575775147;6.0;19.80944793701172;201.27778329849244;train
4;2,4-dimethylpentane;100.125;2.0075092511177064;3.007995080471039;6.0;19.81217321395874;201.179981136322;train
4;3-methylheptane;114.141;2.009504928588867;3.009503258705139;6.0;19.793841972351075;201.39380531311036;train
4;2-methyl-3-ethyl-pentane;114.141;2.009245580673218;3.0084707288742063;6.0;19.794056167602537;201.35366258621215;train
4;2,4-dimethylhexane;114.141;2.0101874856948854;3.009879636764526;6.0;19.812959098815917;201.29686307907102;train
4;2,2,3,4-tetramethylpentane;128.157;2.00708190202713;3.007802620410919;6.0;19.7918013381958;201.05601892471316;train
4;2,2,5-trimethylhexane;128.157;2.008229637145996;3.0084092693328857;6.0;19.781796627044677;201.49590501785278;train
4;2,6-dimethyloctane;142.172;2.006908936023712;3.009455680847168;6.0;19.784389228820803;201.45645189285278;train
4;2,3-dimethylnonane;156.188;2.0081476984024045;3.009203771591187;6.0;19.765226039886475;201.68983840942386;train
4;3-methyldodecane;184.219;2.0052681703567505;3.0070658106803894;6.0;19.76050573348999;201.55579061508178;train
4;2,3-dimethyldodecane;198.235;2.006599691390991;3.0090007085800172;6.0;19.752073440551754;201.87652072906496;train
